,OBJECTID,Name,FolderPath,PopupInfo,x,y
55,56,T06_04_05A BIO ENERGIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 56<br>Quadra: 6<br>Endereço: R. BERNARDO SAYÃO<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.822969<br>Longitude: -47.064263<br>unnamed (1): ,-47.064263,-22.8229689999999
56,57,T07_01_01A CEMIB,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 57<br>Quadra: 7<br>Endereço: R. 05 DE JUNHO<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000176<br>Index: 1000221<br>MAC: 0E:EF:AF:02:56:8E<br>Latitude: -22.824063<br>Longitude: -47.060998<br>unnamed (1): ,-47.060998,-22.824063
57,58,T07_01_02A CEMIB,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 58<br>Quadra: 7<br>Endereço: R. 05 DE JUNHO<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000239<br>Index: 1000216<br>MAC: 0E:EF:AF:02:54:9A<br>Latitude: -22.824063<br>Longitude: -47.060998<br>unnamed (1): ,-47.060998,-22.824063
58,59,T07_02_01A MEIO AMBIENTE (PARQUE ECOLÓGICO),Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 59<br>Quadra: 7<br>Endereço: R. 05 DE JUNHO<br>Nome Atualizado: <br>Pot (kVA): 75<br>Medição: INDIRETO<br>TC: 200<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000217<br>Index: 1000234<br>MAC: 0E:EF:AF:02:54:8A<br>Latitude: -22.823401<br>Longitude: -47.059897<br>unnamed (1): ,-47.059897,-22.8234009999999
59,60,T07_03_01A ILUMINAÇÃO PÚBLICA/BARRACA RECICLÁVEL,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados/T07_03_01A ILUMINAÇÃO PÚBLICA,Nº: 60<br>Quadra: 7<br>Endereço: R. 05 DE JUNHO<br>Nome Atualizado: <br>Pot (kVA): 15<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: M132010000000021<br>Index: 1000413<br>MAC: 0E:EF:AF:02:56:7C<br>Latitude: -22.823976<br>Longitude: -47.059967<br>unnamed (1): ,-47.059967,-22.823976
60,61,T07_04_01A FCM - 15 (PLATAFORMA),Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 61<br>Quadra: 7<br>Endereço: R. 05 DE JUNHO<br>Nome Atualizado: <br>Pot (kVA): 225<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.824568<br>Longitude: -47.060209<br>unnamed (1): ,-47.060209,-22.8245679999999
61,62,T07_05_01A FCM - 15,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 62<br>Quadra: 7<br>Endereço: R. 05 DE JUNHO<br>Nome Atualizado: <br>Pot (kVA): 150<br>Medição: INDIRETO<br>TC: 300<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000235<br>Index: 1000236<br>MAC: 0E:EF:AF:02:56:AC<br>Latitude: -22.824678<br>Longitude: -47.059616<br>unnamed (1): ,-47.0596159999999,-22.8246779999999
62,63,T07_06_01A FCM 15 - Biotério,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 63<br>Quadra: 7<br>Endereço: R. 05 DE JUNHO<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000078<br>Index: 141<br>MAC: 0E:EF:AF:01:F5:C2<br>Latitude: -22.8245972<br>Longitude: -47.0594119<br>unnamed (1): ,-47.0594118999999,-22.8245972
63,64,T08_01_01A FEEC BLOCO E F,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 64<br>Quadra: 8<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 225<br>Medição: INDIRETO<br>TC: 600<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000050<br>Index: 164<br>MAC: 0E:EF:AF:01:F5:3C<br>Latitude: -22.821303<br>Longitude: -47.065351<br>unnamed (1): ,-47.065351,-22.8213029999999
64,65,T08_02_01A FEEC LAB DE ALTA TENSÃO,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 65<br>Quadra: 8<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 150<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000252<br>Index: 1000207<br>MAC: 0E:EF:AF:01:F4:7C<br>Latitude: -22.821280<br>Longitude: -47.065979<br>unnamed (1): ,-47.065979,-22.8212799999999
65,66,T08_02_02A FEEC LAB DE ALTA TENSÃO,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 66<br>Quadra: 8<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 75<br>Medição: INDIRETO<br>TC: 200<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000191<br>Index: 1000196<br>MAC: 0E:EF:AF:01:F4:58<br>Latitude: -22.821280<br>Longitude: -47.065979<br>unnamed (1): ,-47.065979,-22.8212799999999
66,67,T08_03_01A FEEC BLOCOS A-B-C,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 67<br>Quadra: 8<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000071<br>Index: 1000126<br>MAC: 0E:EF:AF:01:F4:14<br>Latitude: -22.821050<br>Longitude: -47.066306<br>unnamed (1): ,-47.0663059999999,-22.82105
67,68,T08_04_01A FEEC - PÓS GRADUAÇÃO,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 68<br>Quadra: 8<br>Endereço: AV. JAMES C. MAXWELL<br>Nome Atualizado: <br>Pot (kVA): 112.5<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: PENDENCIA<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.822440<br>Longitude: -47.065940<br>unnamed (1): ,-47.06594,-22.82244
68,69,T08_06_01A ILUMINAÇÃO PÚBLICA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 69<br>Quadra: 8<br>Endereço: AV. BERTRAND RUSSELL<br>Nome Atualizado: T09_06_01A ILUMINAÇÃO PÚBLICA<br>Pot (kVA): 45<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: PENDENCIA<br>Serial do Medidor: <br>Index: <br>MAC: <br>Latitude: -22.820160<br>Longitude: -47.068140<br>unnamed (1): ,-47.06814,-22.8201599999999
69,70,T08_07_01A FEEC BLOCO C ITIPMC,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 70<br>Quadra: 8<br>Endereço: AV. JAMES C. MAXWELL<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.821606<br>Longitude: -47.066387<br>unnamed (1): ,-47.066387,-22.821606
70,71,T08_08_01A FEEC BLOCOS A-B-C,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 71<br>Quadra: 8<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: FUTURO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.820919<br>Longitude: -47.066215<br>unnamed (1): ,-47.0662149999999,-22.8209189999999
71,72,T09_01_01A FEA - PLANTA TECNOLOGICA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 72<br>Quadra: 9<br>Endereço: AV. ALBERT EINSTEIN<br>Nome Atualizado: <br>Pot (kVA): 150<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000020<br>Index: 104<br>MAC: 0E:EF:AF:01:C7:08<br>Latitude: -22.820810<br>Longitude: -47.067060<br>unnamed (1): ,-47.06706,-22.8208099999999
72,73,T09_02_01A FEA - 3,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 73<br>Quadra: 9<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 225<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.819940<br>Longitude: -47.066810<br>unnamed (1): ,-47.06681,-22.81994
73,74,T09_03_01A FEA - 2,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 74<br>Quadra: 9<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 112.5<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.820310<br>Longitude: -47.066440<br>unnamed (1): ,-47.0664399999999,-22.8203099999999
74,75,T09_04_01A FEA - CABINE,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 75<br>Quadra: 9<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000079<br>Index: 1000124<br>MAC: 0E:EF:AF:01:F4:60<br>Latitude: -22.819690<br>Longitude: -47.067190<br>unnamed (1): ,-47.06719,-22.81969
75,76,T09_04_02A FEA - CABINE,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 76<br>Quadra: 9<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000069<br>Index: 1000125<br>MAC: 0E:EF:AF:01:F4:20<br>Latitude: -22.819690<br>Longitude: -47.067190<br>unnamed (1): ,-47.06719,-22.81969
76,77,T09_04_03A FEA - CABINE,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 77<br>Quadra: 9<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000254<br>Index: 1000330<br>MAC: 0E:EF:AF:02:57:1C<br>Latitude: -22.819690<br>Longitude: -47.067190<br>unnamed (1): ,-47.06719,-22.81969
77,78,T09_05_01A FEA - 5 LABORATÓRIOS (VIVALDO),Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 78<br>Quadra: 9<br>Endereço: AV. BERTRAND RUSSELL<br>Nome Atualizado: <br>Pot (kVA): 225<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000009<br>Index: 107<br>MAC: 0E:EF:AF:01:C7:38<br>Latitude: -22.819690<br>Longitude: -47.067310<br>unnamed (1): ,-47.06731,-22.81969
78,79,T10_01_01A IQ VESTIARIO OFICINA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 79<br>Quadra: 10<br>Endereço: R. MENDELEYEV<br>Nome Atualizado: <br>Pot (kVA): 225<br>Medição: INDIRETO<br>TC:  INSERIR VALOR<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000025<br>Index: 108<br>MAC: 0E:EF:AF:01:98:CE<br>Latitude: -22.818090<br>Longitude: -47.067405<br>unnamed (1): ,-47.067405,-22.8180899999999
79,80,T10_01_01A IQ - 2,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 80<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000106<br>Index: 1000187<br>MAC: 0E:EF:AF:01:F4:16<br>Latitude: -22.818807<br>Longitude: -47.067172<br>unnamed (1): ,-47.067172,-22.8188069999999
80,81,T10_01_02A IQ - 2,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 81<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000233<br>Index: 1000191<br>MAC: 0E:EF:AF:01:F3:86<br>Latitude: -22.818807<br>Longitude: -47.067172<br>unnamed (1): ,-47.067172,-22.8188069999999
81,82,T10_02_01A IQ LABORATÓRIO BLOCO G,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 82<br>Quadra: 10<br>Endereço: R. MENDELEYEV<br>Nome Atualizado: <br>Pot (kVA): 112.5<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000057<br>Index: 130<br>MAC: 0E:EF:AF:01:C8:14<br>Latitude: -22.818118<br>Longitude: -47.067447<br>unnamed (1): ,-47.067447,-22.818118
82,83,T10_02_01A IQ - 1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 83<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 750<br>Medição: INDIRETO<br>TC: 2000<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000056<br>Index: 1000172<br>MAC: 0E:EF:AF:01:F4:56<br>Latitude: -22.818870<br>Longitude: -47.068017<br>unnamed (1): ,-47.0680169999999,-22.8188699999999
83,84,T10_02_02A IQ - 1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 84<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: TESTE<br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000119<br>Index: 1000169<br>MAC: 0E:EF:AF:01:F4:4E<br>Latitude: -22.818870<br>Longitude: -47.068017<br>unnamed (1): ,-47.0680169999999,-22.8188699999999
84,85,T10_02_03A IQ - 1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 85<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000084<br>Index: 1000145<br>MAC: 0E:EF:AF:01:F4:3A<br>Latitude: -22.818934<br>Longitude: -47.067966<br>unnamed (1): ,-47.067966,-22.818934
85,86,T10_02_04A IQ - 1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 86<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000094<br>Index: 1000170<br>MAC: 0E:EF:AF:01:F4:28<br>Latitude: -22.818934<br>Longitude: -47.067966<br>unnamed (1): ,-47.067966,-22.818934
86,87,T10_02_05A IQ - 1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 87<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000256<br>Index: 1000184<br>MAC: 0E:EF:AF:01:F4:12<br>Latitude: -22.818934<br>Longitude: -47.067966<br>unnamed (1): ,-47.067966,-22.818934
87,88,T10_02_06A IQ - 1,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 88<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000241<br>Index: 1000192<br>MAC: 0E:EF:AF:01:F8:9E<br>Latitude: -22.818934<br>Longitude: -47.067966<br>unnamed (1): ,-47.067966,-22.818934
88,89,T10_02_06a CANTINA IQ,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 89<br>Quadra: 10<br>Endereço: R. JOSUE DE CASTRO<br>Nome Atualizado: <br>Pot (kVA): -<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: M132010000000034<br>Index: 169<br>MAC: 0E:EF:AF:01:F6:48<br>Latitude: -22.818060<br>Longitude: -47.068190<br>unnamed (1): ,-47.06819,-22.8180599999999
89,90,T11_01_01A IFGW CRIOGENIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 90<br>Quadra: 11<br>Endereço: R. MENDELEYEV<br>Nome Atualizado: <br>Pot (kVA): 150<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.818045<br>Longitude: -47.067197<br>unnamed (1): ,-47.067197,-22.8180449999999
90,91,T11_02_01A IF - 14 IFGW,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 91<br>Quadra: 11<br>Endereço: R. MENDELEYEV<br>Nome Atualizado: T11_02_01A IF - 14 IFGW - CRIOGENIA<br>Pot (kVA): 225<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.818016<br>Longitude: -47.067161<br>unnamed (1): ,-47.0671609999999,-22.8180159999999
91,92,T11_03_01A IF - 18 IFGW,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 92<br>Quadra: 11<br>Endereço: R. MENDELEYEV<br>Nome Atualizado: T11_03_01A IF - 18 IFGW - CRIOGENIA<br>Pot (kVA): 150<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.818004<br>Longitude: -47.067137<br>unnamed (1): ,-47.0671369999999,-22.818004
92,93,T11_04_01A IF - 23 LABORATÓRIO,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 93<br>Quadra: 11<br>Endereço: R. MENDELEYEV<br>Nome Atualizado: <br>Pot (kVA): 112.5<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: NÃO<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.817971<br>Longitude: -47.067376<br>unnamed (1): ,-47.067376,-22.8179709999999
93,94,T11_05_01A ILUMINAÇÃO PÚBLICA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 94<br>Quadra: 11<br>Endereço: R. LEVI LANDAU<br>Nome Atualizado: <br>Pot (kVA): 75<br>Medição: FLEXÍVEL<br>TC: -<br>Instalado?: PENDENCIA<br>Serial do Medidor: -<br>Index: -<br>MAC: -<br>Latitude: -22.817099<br>Longitude: -47.067852<br>unnamed (1): ,-47.067852,-22.8170989999999
94,95,T11_06_01A IF - 12 DIRETORIA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 95<br>Quadra: 11<br>Endereço: R. LEVI LANDAU<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000019<br>Index: 105<br>MAC: 0E:EF:AF:01:C7:14<br>Latitude: -22.817190<br>Longitude: -47.067560<br>unnamed (1): ,-47.06756,-22.81719
95,96,T11_07_01A IF CABINE ABRIGADA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 96<br>Quadra: 11<br>Endereço: R. LEVI LANDAU<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000193<br>Index: 1000189<br>MAC: 0E:EF:AF:01:F3:50<br>Latitude: -22.817553<br>Longitude: -47.066630<br>unnamed (1): ,-47.06663,-22.817553
96,97,T11_07_02A IF CABINE ABRIGADA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 97<br>Quadra: 11<br>Endereço: R. LEVI LANDAU<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000041<br>Index: 1000185<br>MAC: 0E:EF:AF:01:F2:E2<br>Latitude: -22.817553<br>Longitude: -47.066630<br>unnamed (1): ,-47.06663,-22.817553
97,98,T11_08_01A IF - 17 BIBLIOTECA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 98<br>Quadra: 11<br>Endereço: R. LEVI LANDAU<br>Nome Atualizado: <br>Pot (kVA): 112.5<br>Medição: INDIRETO<br>TC: 300<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000185<br>Index: 1000233<br>MAC: 0E:EF:AF:02:56:88<br>Latitude: -22.817221<br>Longitude: -47.066811<br>unnamed (1): ,-47.066811,-22.817221
98,99,T11_09_01A IF KYATERA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 99<br>Quadra: 11<br>Endereço: R. LEVI LANDAU<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000230<br>Index: 1000235<br>MAC: 0E:EF:AF:02:54:A8<br>Latitude: -22.816910<br>Longitude: -47.066547<br>unnamed (1): ,-47.066547,-22.81691
99,100,T11_10_01A IF - CABINE BLINDADA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 100<br>Quadra: 11<br>Endereço: AV. BERTRAND RUSSELL<br>Nome Atualizado: <br>Pot (kVA): 750<br>Medição: INDIRETO<br>TC: 2000<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000101<br>Index: 1000179<br>MAC: 0E:EF:AF:01:F4:48<br>Latitude: -22.817553<br>Longitude: -47.066630<br>unnamed (1): ,-47.06663,-22.817553
100,101,T11_10_02A IF - CABINE BLINDADA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 101<br>Quadra: 11<br>Endereço: AV. BERTRAND RUSSELL<br>Nome Atualizado: <br>Pot (kVA): 75<br>Medição: INDIRETO<br>TC: 200<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000109<br>Index: 1000132<br>MAC: 0E:EF:AF:01:F4:42<br>Latitude: -22.817553<br>Longitude: -47.066630<br>unnamed (1): ,-47.06663,-22.817553
101,102,T11_11_01A IF - PRÉDIO DFA,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 102<br>Quadra: 11<br>Endereço: AV. BERTRAND RUSSELL<br>Nome Atualizado: <br>Pot (kVA): 15<br>Medição: DIRETO<br>TC: -<br>Instalado?: SIM<br>Serial do Medidor: M132010000000067<br>Index: 1000485<br>MAC: 0E:EF:AF:02:56:7E<br>Latitude: -22.817590<br>Longitude: -47.066238<br>unnamed (1): ,-47.0662379999999,-22.8175899999999
102,103,T11_12_01A IF - 8 IFGW PÓS-GRADUAÇÃO,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 103<br>Quadra: 11<br>Endereço: R. LEVI LANDAU<br>Nome Atualizado: <br>Pot (kVA): 150<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000218<br>Index: 1000252<br>MAC: 0E:EF:AF:01:F4:62<br>Latitude: -22.817071<br>Longitude: -47.067275<br>unnamed (1): ,-47.0672749999999,-22.8170709999999
103,104,T12_02_01A IF - PREDIO A6,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 104<br>Quadra: 12<br>Endereço: R. PITÁGORAS<br>Nome Atualizado: <br>Pot (kVA): 75<br>Medição: INDIRETO<br>TC: 300<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000257<br>Index: 1000182<br>MAC: 0E:EF:AF:01:F4:68<br>Latitude: -22.816205<br>Longitude: -47.067207<br>unnamed (1): ,-47.0672069999999,-22.816205
104,105,T12_02_02A IF - PREDIO A6,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 105<br>Quadra: 12<br>Endereço: R. PITÁGORAS<br>Nome Atualizado: <br>Pot (kVA): 112.5<br>Medição: INDIRETO<br>TC: 300<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000188<br>Index: 1000197<br>MAC: 0E:EF:AF:01:F4:0A<br>Latitude: -22.816205<br>Longitude: -47.067207<br>unnamed (1): ,-47.0672069999999,-22.816205
105,106,T12_02_03A IF - PREDIO A6,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 106<br>Quadra: 12<br>Endereço: R. PITÁGORAS<br>Nome Atualizado: <br>Pot (kVA): 300<br>Medição: INDIRETO<br>TC: 800<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000224<br>Index: 1000194<br>MAC: 0E:EF:AF:01:F3:82<br>Latitude: -22.816205<br>Longitude: -47.067207<br>unnamed (1): ,-47.0672069999999,-22.816205
106,107,T12_02_04A IF - PREDIO A6,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 107<br>Quadra: 12<br>Endereço: R. PITÁGORAS<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000216<br>Index: 1000206<br>MAC: 0E:EF:AF:01:F4:94<br>Latitude: -22.816205<br>Longitude: -47.067207<br>unnamed (1): ,-47.0672069999999,-22.816205
107,108,T12_02_05A IF - PREDIO A6,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 108<br>Quadra: 12<br>Endereço: R. PITÁGORAS<br>Nome Atualizado: <br>Pot (kVA): 500<br>Medição: INDIRETO<br>TC: 1500<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000219<br>Index: 1000205<br>MAC: 0E:EF:AF:01:F4:BE<br>Latitude: -22.816205<br>Longitude: -47.067207<br>unnamed (1): ,-47.0672069999999,-22.816205
108,109,T12_02_06A IF - PREDIO A6,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 109<br>Quadra: 12<br>Endereço: R. PITÁGORAS<br>Nome Atualizado: <br>Pot (kVA): 750<br>Medição: INDIRETO<br>TC: 2000<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000093<br>Index: 1000180<br>MAC: 0E:EF:AF:01:F4:52<br>Latitude: -22.816205<br>Longitude: -47.067207<br>unnamed (1): ,-47.0672069999999,-22.816205
109,110,T12_03_01A IF - 22 LAB DE ENSINO,Pontos de Acesso - Expansões 2 e 3/Medidores Atualizados,Nº: 110<br>Quadra: 12<br>Endereço: R. PITÁGORAS<br>Nome Atualizado: <br>Pot (kVA): 150<br>Medição: INDIRETO<br>TC: 400<br>Instalado?: SIM<br>Serial do Medidor: MB00000000000003<br>Index: 111<br>MAC: 0E:EF:AF:00:13:46<br>Latitude: -22.816245<br>Longitude: -47.067448<br>unnamed (1): ,-47.067448,-22.816245
